user_id,age,gender,location,device_type,browser,campaign_id,ad_platform,ad_type,impression_date,clicked,time_spent_on_page,num_ads_seen_today,previous_clicks,campaign_budget,category
user_748,53,Male,India,Mobile,Opera,camp_135,Twitter,Banner,2022-04-07 06:00:00,0,4.51,3,4,9994.77,Finance
user_2905,40,Other,Germany,Mobile,Firefox,camp_196,LinkedIn,Video,2022-03-30 01:00:00,0,19.07,3,3,8125.01,Electronics
user_475,64,Male,Germany,Mobile,Opera,camp_109,LinkedIn,Banner,2023-01-19 09:00:00,0,80.43,7,5,7288.74,Electronics
user_1083,30,Other,UK,Mobile,Firefox,camp_133,Twitter,Carousel,2023-01-17 02:00:00,0,12.94,7,3,12061.33,Gaming
user_2559,42,Other,Germany,Desktop,Edge,camp_144,Google,Banner,2022-07-22 16:00:00,1,13.84,4,1,6721.27,Travel
user_2048,19,Other,Germany,Desktop,Safari,camp_162,Google,Video,2022-08-28 12:00:00,0,9.33,7,3,11357.96,Electronics
user_2748,19,Male,India,Desktop,Safari,camp_112,LinkedIn,Video,2022-07-26 14:00:00,0,5.18,5,3,8709.86,Finance
user_976,33,Male,US,Tablet,Opera,camp_124,Google,Banner,2022-10-28 02:00:00,0,6.64,4,4,10284.25,Electronics
user_1807,26,Other,Japan,Mobile,Edge,camp_143,Facebook,Carousel,2022-05-21 06:00:00,0,41.72,8,3,10044.74,Travel
user_190,45,Other,India,Desktop,Opera,camp_196,Twitter,Video,2022-12-30 11:00:00,0,59.18,6,0,8801.55,Finance
user_2735,30,Female,Japan,Mobile,Safari,camp_173,Twitter,Carousel,2022-02-27 08:00:00,0,35.0,7,2,8007.51,Travel
user_563,52,Other,Brazil,Mobile,Chrome,camp_123,Facebook,Banner,2022-06-29 14:00:00,0,0.54,2,2,9579.55,Electronics
user_1900,58,Other,Japan,Mobile,Opera,camp_168,Google,Banner,2022-05-11 04:00:00,1,18.72,7,3,11088.72,Travel
user_1268,30,Female,Germany,Mobile,Firefox,camp_173,Google,Banner,2022-02-18 11:00:00,0,15.94,4,4,6323.02,Fashion
user_2880,48,Other,UK,Mobile,Safari,camp_146,Twitter,Carousel,2022-03-11 15:00:00,0,29.81,2,2,13350.84,Gaming
user_1529,38,Other,US,Mobile,Firefox,camp_190,Facebook,Carousel,2022-01-19 15:00:00,0,30.33,2,2,13343.56,Gaming
user_647,49,Other,UK,Desktop,Edge,camp_149,Facebook,Banner,2023-01-13 22:00:00,0,11.53,6,3,8437.79,Fashion
user_2069,51,Female,France,Mobile,Safari,camp_135,Twitter,Banner,2023-02-15 09:00:00,0,6.78,3,2,11097.47,Travel
user_2889,25,Male,UK,Mobile,Safari,camp_132,LinkedIn,Banner,2022-08-29 10:00:00,1,2.05,5,3,9466.73,Fashion
user_2215,58,Other,UK,Mobile,Opera,camp_191,Twitter,Carousel,2022-01-02 01:00:00,0,18.9,6,1,12226.05,Finance
user_1298,19,Female,Brazil,Mobile,Opera,camp_102,LinkedIn,Carousel,2022-03-07 13:00:00,0,6.39,7,3,13600.09,Fashion
user_2436,55,Other,Germany,Mobile,Firefox,camp_130,LinkedIn,Carousel,2022-10-10 20:00:00,0,66.84,3,1,6480.1,Electronics
user_601,49,Female,Brazil,Mobile,Opera,camp_159,LinkedIn,Banner,2022-01-09 04:00:00,0,0.96,3,0,13008.3,Finance
user_2364,57,Other,Germany,Mobile,Chrome,camp_128,Twitter,Carousel,2022-06-25 07:00:00,0,66.65,7,1,7656.01,Fashion
user_2062,45,Female,Brazil,Desktop,Safari,camp_143,Facebook,Video,2022-03-11 22:00:00,1,13.69,6,3,10878.69,Fashion
user_242,54,Male,Germany,Desktop,Edge,camp_144,Facebook,Carousel,2022-09-07 18:00:00,1,18.66,7,2,9213.18,Fashion
user_2042,58,Male,Japan,Mobile,Safari,camp_141,Facebook,Carousel,2022-08-21 22:00:00,0,17.52,4,3,13039.44,Travel
user_2825,18,Male,Germany,Mobile,Firefox,camp_120,Twitter,Video,2022-05-15 02:00:00,0,27.94,6,2,8803.68,Electronics
user_2613,58,Other,Germany,Desktop,Opera,camp_131,Twitter,Carousel,2022-10-30 00:00:00,0,1.91,5,3,7305.7,Fashion
user_2946,27,Female,UK,Mobile,Safari,camp_127,Google,Banner,2022-03-25 09:00:00,0,43.76,3,2,9989.07,Travel
user_1364,21,Other,France,Mobile,Opera,camp_184,Twitter,Video,2022-01-01 22:00:00,0,31.31,4,1,10579.01,Gaming
user_2140,52,Other,Germany,Mobile,Firefox,camp_146,Facebook,Banner,2023-01-27 21:00:00,0,37.96,7,3,9032.88,Electronics
user_1391,27,Female,France,Desktop,Opera,camp_198,Google,Video,2022-12-06 11:00:00,0,13.29,4,1,9089.92,Travel
user_1479,64,Other,France,Mobile,Edge,camp_193,Twitter,Carousel,2022-04-08 00:00:00,0,23.93,5,2,10879.56,Electronics
user_2557,28,Female,India,Desktop,Firefox,camp_146,Twitter,Video,2022-09-20 15:00:00,0,12.22,5,2,11773.93,Travel
user_776,31,Female,India,Mobile,Safari,camp_116,Twitter,Carousel,2022-09-25 19:00:00,0,2.79,12,3,11117.48,Finance
user_35,55,Male,US,Mobile,Safari,camp_128,Google,Carousel,2022-03-31 02:00:00,0,7.19,5,2,11433.91,Fashion
user_2254,29,Male,Japan,Mobile,Edge,camp_147,Google,Banner,2022-08-28 11:00:00,0,6.53,6,2,7749.16,Electronics
user_1956,62,Male,Brazil,Desktop,Chrome,camp_101,LinkedIn,Video,2022-01-21 12:00:00,0,3.63,5,1,9850.02,Finance
user_1586,34,Female,India,Desktop,Opera,camp_132,Google,Video,2022-07-10 19:00:00,0,5.52,5,2,11948.33,Fashion
user_1022,33,Male,Germany,Mobile,Safari,camp_162,Facebook,Carousel,2022-06-26 11:00:00,0,13.8,4,2,9014.33,Finance
user_2614,52,Female,France,Mobile,Edge,camp_167,Facebook,Banner,2023-02-08 06:00:00,0,10.97,7,1,11473.71,Gaming
user_1130,19,Other,Brazil,Mobile,Opera,camp_138,Twitter,Banner,2022-09-07 19:00:00,0,7.98,3,1,10351.05,Finance
user_1501,28,Male,US,Mobile,Firefox,camp_188,Facebook,Carousel,2022-11-09 18:00:00,0,47.44,1,1,9277.77,Travel
user_703,58,Female,India,Mobile,Edge,camp_104,Facebook,Banner,2022-08-19 09:00:00,0,30.17,5,3,11818.11,Finance
user_2450,20,Female,UK,Mobile,Firefox,camp_167,Facebook,Banner,2023-02-13 20:00:00,1,0.05,6,1,12305.27,Travel
user_2778,46,Female,Japan,Tablet,Firefox,camp_151,Facebook,Carousel,2022-03-10 04:00:00,0,16.9,6,2,10647.92,Fashion
user_1580,35,Female,Brazil,Mobile,Firefox,camp_151,Google,Banner,2022-02-09 02:00:00,0,24.07,4,2,9625.75,Electronics
user_162,37,Male,US,Mobile,Opera,camp_128,Facebook,Carousel,2022-10-02 01:00:00,0,1.1,4,3,11230.46,Finance
user_202,64,Male,Germany,Mobile,Chrome,camp_136,Twitter,Banner,2023-01-15 19:00:00,0,2.42,2,2,7457.07,Electronics
user_1982,31,Male,Brazil,Mobile,Firefox,camp_107,Google,Carousel,2022-06-21 16:00:00,0,6.53,6,2,12960.81,Electronics
user_996,51,Female,France,Mobile,Safari,camp_119,LinkedIn,Video,2022-09-08 02:00:00,0,19.03,4,2,6342.3,Fashion
user_2318,48,Other,Germany,Desktop,Opera,camp_140,Facebook,Banner,2022-03-04 03:00:00,0,51.31,10,2,6536.32,Gaming
user_816,57,Female,Germany,Mobile,Opera,camp_169,LinkedIn,Banner,2022-08-10 22:00:00,1,13.3,10,3,9046.17,Fashion
user_456,59,Other,Brazil,Tablet,Firefox,camp_135,LinkedIn,Banner,2023-02-05 17:00:00,0,80.69,6,0,9260.79,Gaming
user_1276,35,Male,UK,Mobile,Safari,camp_131,Twitter,Banner,2022-12-15 07:00:00,0,55.21,6,1,8499.72,Electronics
user_1017,47,Female,UK,Mobile,Edge,camp_104,LinkedIn,Banner,2022-02-26 22:00:00,0,20.29,6,1,15629.67,Travel
user_2344,42,Female,Brazil,Mobile,Opera,camp_119,Facebook,Carousel,2022-10-29 10:00:00,0,12.25,3,3,6369.0,Fashion
user_2768,36,Male,Brazil,Desktop,Firefox,camp_167,Twitter,Banner,2022-06-07 06:00:00,0,22.89,6,2,12513.04,Travel
user_338,25,Female,Brazil,Mobile,Firefox,camp_121,Twitter,Carousel,2022-12-14 03:00:00,0,31.33,5,3,5634.15,Gaming
user_879,45,Other,Japan,Mobile,Chrome,camp_196,Google,Video,2023-01-30 21:00:00,0,57.32,5,4,11568.52,Travel
user_1077,25,Other,Japan,Mobile,Chrome,camp_130,Twitter,Video,2022-12-29 09:00:00,0,28.01,6,4,9275.46,Electronics
user_792,48,Other,France,Tablet,Edge,camp_140,LinkedIn,Carousel,2022-02-04 21:00:00,0,9.94,7,4,7510.5,Fashion
user_2265,20,Female,India,Mobile,Edge,camp_192,Facebook,Video,2022-02-09 03:00:00,0,13.6,7,1,10831.07,Travel
user_764,20,Female,Germany,Mobile,Edge,camp_104,Google,Carousel,2022-06-29 12:00:00,0,0.96,3,3,9992.99,Travel
user_2236,61,Other,Brazil,Mobile,Edge,camp_109,LinkedIn,Banner,2022-09-28 08:00:00,0,0.58,6,0,6085.03,Fashion
user_380,39,Female,Japan,Mobile,Firefox,camp_174,Twitter,Carousel,2022-01-24 06:00:00,0,6.61,5,0,12388.87,Travel
user_493,34,Other,India,Mobile,Firefox,camp_136,Facebook,Video,2023-01-21 19:00:00,0,32.81,5,3,14059.64,Electronics
user_1181,53,Male,France,Mobile,Firefox,camp_155,Twitter,Carousel,2022-09-11 12:00:00,0,7.69,5,0,15659.47,Electronics
user_2063,34,Other,Germany,Desktop,Safari,camp_185,Google,Video,2022-12-25 06:00:00,0,2.49,3,5,10717.95,Travel
user_65,31,Male,India,Mobile,Edge,camp_123,Google,Carousel,2022-06-24 06:00:00,0,8.81,5,3,14192.41,Finance
user_2569,26,Male,Germany,Desktop,Safari,camp_184,Facebook,Video,2022-05-10 10:00:00,0,7.29,5,2,8522.32,Gaming
user_1368,47,Male,UK,Desktop,Opera,camp_199,LinkedIn,Banner,2023-01-07 08:00:00,0,90.78,5,4,8923.69,Gaming
user_1153,38,Other,Brazil,Mobile,Opera,camp_115,Facebook,Carousel,2022-06-27 13:00:00,0,71.06,2,2,13498.38,Gaming
user_2028,29,Other,UK,Mobile,Firefox,camp_101,LinkedIn,Banner,2022-11-03 03:00:00,0,26.71,1,2,12546.69,Fashion
user_2696,54,Female,US,Desktop,Opera,camp_114,Facebook,Banner,2022-05-30 09:00:00,0,35.31,7,5,12188.98,Travel
user_1496,49,Female,France,Desktop,Firefox,camp_140,Google,Banner,2022-07-28 18:00:00,0,5.86,5,1,12001.19,Electronics
user_1163,28,Male,Brazil,Desktop,Edge,camp_162,Google,Video,2022-02-06 14:00:00,0,15.43,8,1,11495.53,Finance
user_1523,37,Other,India,Desktop,Safari,camp_148,Twitter,Video,2022-04-14 22:00:00,0,129.98,5,5,11579.35,Electronics
user_2641,52,Female,Germany,Mobile,Firefox,camp_125,Google,Banner,2022-11-25 02:00:00,0,7.81,4,1,11844.35,Finance
user_392,64,Female,Japan,Desktop,Chrome,camp_193,Twitter,Carousel,2023-02-08 21:00:00,0,85.65,5,3,12777.45,Fashion
user_1699,63,Female,US,Mobile,Chrome,camp_165,Google,Video,2022-11-10 08:00:00,0,4.17,3,1,7613.5,Electronics
user_419,28,Other,France,Mobile,Edge,camp_128,Google,Video,2022-12-09 13:00:00,1,19.36,3,0,10771.24,Travel
user_2337,25,Female,France,Mobile,Safari,camp_169,Twitter,Banner,2022-01-29 06:00:00,0,30.46,6,0,11791.09,Travel
user_379,21,Male,France,Desktop,Firefox,camp_159,Facebook,Video,2022-12-17 15:00:00,0,17.99,3,2,5294.09,Travel
user_1797,44,Other,India,Mobile,Edge,camp_164,Facebook,Carousel,2022-11-14 16:00:00,0,7.39,2,2,10368.17,Electronics
user_2279,61,Female,Brazil,Desktop,Safari,camp_139,Facebook,Video,2022-06-23 04:00:00,0,33.64,9,5,7593.04,Finance
user_2089,57,Female,UK,Desktop,Chrome,camp_110,LinkedIn,Video,2022-09-21 07:00:00,0,4.51,3,0,6168.14,Finance
user_2183,55,Other,US,Desktop,Firefox,camp_151,LinkedIn,Carousel,2022-08-27 14:00:00,1,11.25,3,2,8501.23,Finance
user_201,64,Female,India,Desktop,Safari,camp_186,Google,Carousel,2023-02-08 06:00:00,0,6.56,7,7,12662.23,Gaming
user_1864,47,Female,Germany,Mobile,Opera,camp_189,Google,Video,2022-09-19 20:00:00,0,13.68,2,1,9615.64,Gaming
user_780,61,Male,India,Desktop,Firefox,camp_194,Google,Carousel,2022-06-24 05:00:00,0,9.8,8,2,10379.95,Gaming
user_2978,44,Other,Germany,Desktop,Opera,camp_178,Twitter,Video,2022-05-29 07:00:00,0,3.95,5,0,11134.91,Electronics
user_503,38,Female,Germany,Desktop,Edge,camp_172,LinkedIn,Carousel,2022-05-25 10:00:00,0,27.09,6,4,6854.0,Finance
user_2455,37,Other,France,Tablet,Safari,camp_163,LinkedIn,Banner,2022-03-02 07:00:00,0,3.89,5,1,9337.66,Travel
user_1752,21,Other,India,Mobile,Safari,camp_197,Facebook,Video,2022-10-31 03:00:00,0,15.78,5,2,7760.18,Fashion
user_805,28,Male,UK,Mobile,Safari,camp_180,LinkedIn,Banner,2023-01-01 13:00:00,0,32.65,2,2,8623.05,Fashion
user_2147,30,Male,Germany,Mobile,Safari,camp_198,Twitter,Video,2022-03-23 05:00:00,0,13.2,1,2,5347.71,Fashion
user_2732,26,Other,Japan,Desktop,Firefox,camp_199,Twitter,Carousel,2022-07-07 21:00:00,0,43.58,8,4,12513.97,Electronics
user_1896,21,Male,France,Mobile,Opera,camp_102,Twitter,Banner,2022-01-09 13:00:00,0,11.2,3,1,9320.77,Gaming
user_2774,29,Male,UK,Desktop,Opera,camp_110,Twitter,Video,2023-01-16 21:00:00,0,70.61,8,2,5295.43,Gaming
user_1571,26,Female,India,Mobile,Edge,camp_127,Google,Carousel,2022-02-02 06:00:00,0,0.5,6,2,10119.92,Gaming
user_961,30,Male,UK,Desktop,Edge,camp_161,Twitter,Carousel,2023-01-22 18:00:00,0,31.32,2,2,13113.67,Fashion
user_2661,43,Male,India,Desktop,Safari,camp_147,Facebook,Banner,2022-01-20 22:00:00,0,24.61,5,6,10648.69,Gaming
user_1486,55,Female,Germany,Mobile,Chrome,camp_127,Twitter,Video,2023-01-25 17:00:00,0,18.89,6,3,13297.52,Gaming
user_2691,59,Female,US,Desktop,Chrome,camp_145,LinkedIn,Banner,2022-12-17 16:00:00,0,7.02,6,1,10882.47,Fashion
user_1029,30,Other,US,Desktop,Safari,camp_163,Twitter,Video,2023-01-22 12:00:00,0,18.87,4,6,11382.49,Electronics
user_503,56,Male,Brazil,Mobile,Opera,camp_154,Facebook,Carousel,2022-06-15 00:00:00,0,18.06,7,4,4301.89,Fashion
user_2815,45,Female,Brazil,Mobile,Edge,camp_182,LinkedIn,Carousel,2022-02-24 20:00:00,0,3.24,6,3,6643.03,Gaming
user_398,36,Male,Germany,Mobile,Firefox,camp_101,LinkedIn,Carousel,2022-01-01 14:00:00,1,42.38,4,1,11674.84,Gaming
user_871,41,Other,UK,Desktop,Chrome,camp_195,LinkedIn,Video,2022-12-10 09:00:00,0,15.3,1,1,9456.15,Electronics
user_2843,36,Male,India,Mobile,Edge,camp_174,Google,Video,2022-11-27 19:00:00,0,1.87,6,4,8509.64,Gaming
user_393,30,Male,US,Mobile,Chrome,camp_115,LinkedIn,Carousel,2022-08-06 12:00:00,0,9.94,3,2,6213.59,Fashion
user_207,30,Male,India,Mobile,Opera,camp_110,Google,Video,2022-05-26 17:00:00,0,4.88,4,1,9294.72,Gaming
user_1039,45,Female,Germany,Mobile,Opera,camp_102,Twitter,Video,2022-02-10 03:00:00,0,3.69,3,2,7269.35,Travel
user_1882,19,Female,UK,Desktop,Safari,camp_154,Facebook,Carousel,2022-08-02 17:00:00,0,58.51,6,3,9369.48,Gaming
user_2940,27,Other,Japan,Desktop,Safari,camp_141,LinkedIn,Carousel,2022-01-06 02:00:00,0,22.47,1,1,10338.75,Electronics
user_1485,39,Male,India,Mobile,Chrome,camp_128,Twitter,Video,2022-07-18 05:00:00,0,7.18,5,6,9743.83,Finance
user_864,30,Other,UK,Desktop,Chrome,camp_168,Google,Video,2022-03-21 22:00:00,0,22.69,5,3,11181.0,Electronics
user_2791,26,Other,Japan,Desktop,Edge,camp_191,Google,Banner,2023-01-05 06:00:00,0,32.5,4,2,7730.96,Electronics
user_564,50,Female,US,Mobile,Safari,camp_130,Facebook,Video,2022-05-07 19:00:00,0,7.62,5,2,9180.07,Finance
user_1021,31,Male,India,Mobile,Opera,camp_176,Twitter,Banner,2022-05-17 08:00:00,0,83.75,4,3,7053.44,Electronics
user_96,37,Male,France,Desktop,Edge,camp_124,Facebook,Video,2022-10-30 17:00:00,0,42.65,3,2,6184.09,Gaming
user_1924,32,Other,US,Desktop,Edge,camp_105,Facebook,Banner,2022-04-26 07:00:00,0,31.9,6,1,12414.04,Finance
user_1758,49,Male,UK,Desktop,Firefox,camp_159,LinkedIn,Banner,2022-02-05 05:00:00,0,25.12,5,1,8836.07,Finance
user_2533,50,Female,Germany,Mobile,Opera,camp_166,LinkedIn,Carousel,2022-01-24 06:00:00,0,0.79,6,0,12461.9,Electronics
user_2279,34,Other,France,Desktop,Edge,camp_121,Facebook,Video,2022-09-29 09:00:00,0,0.45,4,3,10813.5,Fashion
user_2797,41,Other,Brazil,Mobile,Firefox,camp_140,LinkedIn,Carousel,2022-01-25 12:00:00,0,3.6,6,0,11949.11,Electronics
user_1679,47,Female,India,Desktop,Safari,camp_152,Twitter,Carousel,2022-02-26 09:00:00,0,49.76,3,3,8468.53,Travel
user_541,30,Female,Brazil,Tablet,Opera,camp_159,Google,Video,2022-08-11 12:00:00,0,4.9,5,0,8507.0,Gaming
user_1060,64,Female,US,Tablet,Safari,camp_138,Google,Carousel,2022-07-05 02:00:00,0,24.16,4,1,4712.76,Travel
user_2573,33,Female,India,Desktop,Firefox,camp_154,LinkedIn,Carousel,2022-03-08 05:00:00,1,78.14,2,1,11573.86,Gaming
user_1184,19,Female,India,Mobile,Opera,camp_195,Twitter,Carousel,2022-12-10 18:00:00,0,55.38,4,2,6852.03,Finance
user_1723,34,Female,France,Desktop,Chrome,camp_129,LinkedIn,Carousel,2022-03-28 15:00:00,0,10.23,5,1,10702.72,Finance
user_1820,49,Other,France,Mobile,Chrome,camp_170,Twitter,Banner,2022-11-23 01:00:00,1,22.86,4,3,7349.89,Fashion
user_2626,60,Male,France,Desktop,Chrome,camp_188,Google,Video,2022-06-04 19:00:00,1,28.48,6,1,11247.8,Travel
user_2730,25,Male,France,Mobile,Edge,camp_101,Twitter,Video,2022-12-16 23:00:00,0,15.95,8,1,13280.9,Finance
user_2605,20,Other,Germany,Desktop,Chrome,camp_107,Google,Carousel,2022-04-10 09:00:00,0,14.81,4,3,13004.19,Travel
user_1598,29,Male,UK,Mobile,Edge,camp_162,LinkedIn,Video,2022-01-13 21:00:00,1,5.06,3,0,11473.69,Finance
user_2694,37,Male,France,Desktop,Edge,camp_158,Twitter,Banner,2022-10-01 00:00:00,0,22.53,1,1,8874.75,Travel
user_796,33,Other,US,Mobile,Firefox,camp_196,LinkedIn,Carousel,2022-03-11 05:00:00,1,6.96,7,2,7300.26,Fashion
user_1052,31,Male,India,Mobile,Chrome,camp_127,Facebook,Carousel,2022-04-02 01:00:00,1,7.38,2,2,11355.4,Travel
user_1644,33,Male,Brazil,Desktop,Opera,camp_173,Facebook,Carousel,2022-04-12 14:00:00,1,6.18,9,2,9517.31,Finance
user_1364,60,Other,France,Desktop,Edge,camp_137,LinkedIn,Banner,2022-09-29 21:00:00,1,1.36,7,3,4986.51,Fashion
user_1982,50,Male,US,Mobile,Firefox,camp_117,Google,Video,2023-02-20 12:00:00,0,37.11,7,1,14672.6,Finance
user_1355,47,Female,Germany,Mobile,Edge,camp_161,Twitter,Banner,2022-07-20 00:00:00,0,39.76,3,2,10197.41,Finance
user_1664,29,Other,US,Mobile,Opera,camp_176,LinkedIn,Video,2022-03-20 16:00:00,0,25.73,6,2,13825.56,Electronics
user_1530,32,Male,Brazil,Desktop,Opera,camp_184,Google,Banner,2022-08-01 00:00:00,0,52.55,4,3,12560.64,Fashion
user_2039,35,Male,Brazil,Tablet,Chrome,camp_196,Twitter,Banner,2022-09-07 16:00:00,0,19.96,2,0,7191.84,Travel
user_1497,45,Female,US,Desktop,Edge,camp_122,LinkedIn,Carousel,2022-07-09 21:00:00,0,20.41,6,1,10285.25,Electronics
user_2238,40,Other,Germany,Mobile,Opera,camp_164,LinkedIn,Carousel,2023-02-15 22:00:00,1,43.73,3,4,9106.37,Finance
user_1409,31,Other,Brazil,Mobile,Safari,camp_139,Google,Carousel,2022-06-17 05:00:00,0,4.68,5,1,15206.8,Gaming
user_1401,47,Male,Germany,Tablet,Opera,camp_159,Twitter,Banner,2022-10-15 02:00:00,0,11.44,3,2,13863.19,Gaming
user_1307,50,Female,India,Mobile,Opera,camp_184,Twitter,Banner,2022-05-11 18:00:00,0,24.36,10,3,8085.6,Travel
user_2681,62,Female,France,Mobile,Edge,camp_104,Google,Video,2023-02-14 01:00:00,0,6.26,7,1,13169.25,Fashion
user_2676,32,Female,Brazil,Mobile,Opera,camp_198,LinkedIn,Banner,2022-06-03 13:00:00,0,5.19,10,1,8798.69,Fashion
user_973,24,Female,US,Desktop,Firefox,camp_117,Google,Video,2022-04-03 10:00:00,0,45.71,5,0,8673.48,Finance
user_1769,32,Female,UK,Desktop,Opera,camp_137,Google,Carousel,2022-10-21 14:00:00,0,110.47,4,3,10610.48,Finance
user_1283,59,Female,UK,Mobile,Safari,camp_199,LinkedIn,Carousel,2022-05-18 17:00:00,0,9.77,4,0,11940.98,Travel
user_710,63,Other,Japan,Desktop,Opera,camp_128,Twitter,Banner,2022-02-25 07:00:00,0,5.4,8,2,12434.17,Travel
user_1480,55,Male,India,Mobile,Chrome,camp_125,Facebook,Video,2023-02-10 01:00:00,0,10.37,6,2,10106.08,Fashion
user_1435,63,Male,UK,Mobile,Edge,camp_159,Facebook,Video,2022-08-22 22:00:00,0,7.24,4,7,9948.34,Electronics
user_649,61,Female,India,Mobile,Safari,camp_135,Google,Carousel,2022-12-31 12:00:00,0,34.49,5,1,11011.89,Electronics
user_318,28,Other,France,Mobile,Firefox,camp_181,Twitter,Banner,2022-10-06 08:00:00,0,46.25,2,1,5437.62,Electronics
user_1258,46,Other,Japan,Mobile,Opera,camp_128,LinkedIn,Video,2022-09-14 03:00:00,0,9.92,10,1,7616.24,Fashion
user_684,48,Female,India,Desktop,Opera,camp_130,Twitter,Video,2022-05-25 03:00:00,1,18.3,8,4,11634.23,Travel
user_664,42,Male,Germany,Mobile,Firefox,camp_162,Google,Video,2022-09-23 13:00:00,1,1.64,4,0,11124.78,Gaming
user_1999,41,Female,Germany,Mobile,Opera,camp_112,Twitter,Carousel,2023-02-07 09:00:00,0,12.4,7,1,8550.99,Travel
user_1632,36,Other,Japan,Mobile,Chrome,camp_193,Twitter,Banner,2023-01-14 13:00:00,0,0.14,6,2,8568.19,Finance
user_1496,19,Female,Germany,Mobile,Safari,camp_170,LinkedIn,Video,2022-06-14 09:00:00,1,22.24,8,0,11372.74,Electronics
user_1137,39,Male,Brazil,Mobile,Opera,camp_139,Facebook,Banner,2022-01-09 02:00:00,0,3.87,11,2,9610.57,Finance
user_1854,37,Male,Germany,Mobile,Firefox,camp_169,Twitter,Video,2022-06-27 03:00:00,0,42.08,9,0,15937.7,Gaming
user_1521,50,Other,Germany,Desktop,Firefox,camp_101,Twitter,Carousel,2022-06-25 05:00:00,0,19.89,4,2,16979.91,Fashion
user_2490,25,Female,Germany,Tablet,Safari,camp_107,Facebook,Banner,2022-05-28 02:00:00,0,52.66,3,2,8560.93,Gaming
